name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,year,address_expand,location_expand,name_expand,group,main_address
UniversitätsSpital Zürich - Dermatologische Klinik,Zürich,CH,Gloriastrasse 31,,,,6048.0,,,,,6048.0,hco,almirall,2017,gloriastrasse 31,zuerich,universitätsspital zürich - dermatologische klinik,1,
UniversitätsSpital Zürich - Klinik für Gastroenterologie,Zürich,CH,Rämistrasse 100 UniversitätsSpital Zürich,,,0.0,30000.0,0.0,0.0,0.0,0.0,30000.0,hco,almirall,2015,raemistrasse 100 universitaetsspital zuerich,zuerich,universitätsspital zürich - klinik für gastroenterologie,1,
UniversitätsSpital Zürich - Klinik für Gastroenterologie,Zürich,CH,Rämistrasse 100 Universitätsspital Zürich,,,,9180.0,,,,,9180.0,hco,gilead,2016,raemistrasse 100 universitaetsspital zuerich,zuerich,universitätsspital zürich - klinik für gastroenterologie,1,
UniversitätsSpital Zürich - Klinik für Gastroenterologie und Hepatologie,Zürich,CH,Rämistrasse 100,,,,,293.0,619.0,,,912.0,hco,abbvie,2016,raemistrasse 100,zuerich,universitätsspital zürich - klinik für gastroenterologie und hepatologie,1,
UniversitätsSpital Zürich - Klinik für Hämatologie,Zürich,CH,Rämistrasse 100 Universitätsspital Zürich,,,,,,,750.0,,750.0,hco,gilead,2016,raemistrasse 100 universitaetsspital zuerich,zuerich,universitätsspital zürich - klinik für hämatologie,1,
UniversitätsSpital Zürich - Klinik für Hämatologie,Zürich,CH,Rämistrasse 100  Universitätsspital Zürich,,,0.0,2000.0,0.0,0.0,1000.0,0.0,3000.0,hco,gilead,2015,raemistrasse 100 universitaetsspital zuerich,zuerich,universitätsspital zürich - klinik für hämatologie,1,
UniversitätsSpital Zürich - Klinik für Hämatologie,Zürich,CH,Râmistrasse 100,8091,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,takeda,2017,ramistrasse 100,zuerich,universitätsspital zürich - klinik für hämatologie,1,
UniversitätsSpital Zürich - Klinik für Hämatologie,Zürich,CH,Rämistrasse 100,,,,2000.0,,,,,2000.0,hco,takeda,2016,raemistrasse 100,zuerich,universitätsspital zürich - klinik für hämatologie,1,
UniversitätsSpital Zürich - Klinik für Immunologie,Zürich,CH,Gloriastrasse 23,8091,,2605.65,0.0,0.0,0.0,0.0,0.0,2605.65,hco,takeda,2017,gloriastrasse 23,zuerich,universitätsspital zürich - klinik für immunologie,1,
UniversitätsSpital Zürich - Klinik für Immunologie Diagnostik Allergologie,Zürich,CH,"Universitätsspital Zürich, Gloriastrasse 23",,,,7500.0,,,,,7500.0,hco,eli,2017,universitaetsspital zuerich gloriastrasse 23,zuerich,universitätsspital zürich - klinik für immunologie diagnostik allergologie,1,
UniversitätsSpital Zürich - Klinik für Innere Medizin,Zürich,CH,Rämistrasse 100,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,eli,2015,raemistrasse 100,zuerich,universitätsspital zürich - klinik für innere medizin,1,
UniversitätsSpital Zürich - Klinik für Neurologie,Zürich,CH,Frauenklinikstrasse 26,,,,1080.0,,,,,1080.0,hco,almirall,2017,frauenklinikstrasse 26,zuerich,universitätsspital zürich - klinik für neurologie,1,
UniversitätsSpital Zürich - Klinik für Psychiatrie,Zürich,CH,Culmannstrasse 8,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,eli,2015,culmannstrasse 8,zuerich,universitätsspital zürich - klinik für psychiatrie,1,
UniversitätsSpital Zürich - Klinik für Thoraxchirurgie,Zürich,CH,Rämistrasse 100,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,eli,2015,raemistrasse 100,zuerich,universitätsspital zürich - klinik für thoraxchirurgie,1,
UniversitätsSpital Zürich - Klinik für Urologie,Zürich,CH,Frauenklinikstrasse 10,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,eli,2015,frauenklinikstrasse 10,zuerich,universitätsspital zürich - klinik für urologie,1,
UniversitätsSpital Zürich - Klinik und Poliklinik für Innere Medizin,Zürich,CH,Rämistrasse 100,,,,2950.0,,,,,2950.0,hco,eli,2017,raemistrasse 100,zuerich,universitätsspital zürich - klinik und poliklinik für innere medizin,1,
UniversitätsSpital Zürich - Klinik und Poliklinik für Onkologie,Zürich,CH,Rämistrasse 100,,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,eli,2015,raemistrasse 100,zuerich,universitätsspital zürich - klinik und poliklinik für onkologie,1,
UniversitätsSpital Zürich - Klinik und Poliklinik für Onkologie,Zürich,CH,Rämistrasse 100,,,,,,,1000.0,,1000.0,hco,takeda,2016,raemistrasse 100,zuerich,universitätsspital zürich - klinik und poliklinik für onkologie,1,
UniversitätsSpital Zürich - Neuroimmunologie,Zürich,CH,Frauenklinikstrasse 26,,,,4000.0,,,,,4000.0,hco,bgp,2017,frauenklinikstrasse 26,zuerich,universitätsspital zürich - neuroimmunologie,1,
UniversitätsSpital Zürich - Nuklearmedizin,Zürich,CH,Rämistrasse 100,,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,eli,2015,raemistrasse 100,zuerich,universitätsspital zürich - nuklearmedizin,1,
UniversitätsSpital Zürich - Rheumaklinik und Institut für Physikalische Medizin,Zürich,CH,Gloriastrasse 25,,,,13000.0,,,,,13000.0,hco,eli,2017,gloriastrasse 25,zuerich,universitätsspital zürich - rheumaklinik und institut für physikalische medizin,1,
UniversitätsSpital Zürich - Zentrum für Hämatologie und Onkologie,Zürich,CH,Rämistrasse 100,8091,,0.0,0.0,1547.7,10474.38,2200.0,0.0,14222.08,hco,takeda,2017,raemistrasse 100,zuerich,universitätsspital zürich - zentrum für hämatologie und onkologie,1,
UniversitätsSpital Zürich -Klinik für Neurologie,Zürich,CH,Frauenklinikstrasse 26,,,0.0,6500.0,0.0,0.0,0.0,0.0,6500.0,hco,almirall,2015,frauenklinikstrasse 26,zuerich,universitätsspital zürich -klinik für neurologie,1,
UniversitätsSpital Zürich -Klinik für Neurologie,Zürich,CH,Frauenklinikstrassse 26,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,csl,2015,frauenklinikstrassse 26,zuerich,universitätsspital zürich -klinik für neurologie,1,
UniversitätsSpital Zürich Hämatologie,Zürich,CH,Rämistrasse 100,,,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0,hco,biotest,2015,raemistrasse 100,zuerich,universitätsspital zürich hämatologie,1,
"UniversitätsSpital Zürich, Klinik für Dermatologie",Zürich,CH,Gloriastrasse 31,,,,2000.0,,,,,2000.0,hco,stallergenes,2016,gloriastrasse 31,zuerich,"universitätsspital zürich, klinik für dermatologie",1,
"UniversitätsSpital Zürich, Klinik für Dermatologie",Zürich,CH,Gloriastrasse 31,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,stallergenes,2015,gloriastrasse 31,zuerich,"universitätsspital zürich, klinik für dermatologie",1,
"UniversitätsSpital Zürich, Klinik für Onkologie",Zürich,CH,Rämistrasse 100,,,,2500.0,,,,,2500.0,hco,teva,2017,raemistrasse 100,zuerich,"universitätsspital zürich, klinik für onkologie",1,
Universitätsspital,Zürich,CH,Rämistrasse 100,,,20500.0,,,,,,20500.0,hco,mundipharma,2017,raemistrasse 100,zuerich,universitätsspital,1,
Universitätsspital,Zürich,CH,Rämistrasse 100,,,40675.5,0.0,0.0,0.0,0.0,0.0,40675.5,hco,mundipharma,2016,raemistrasse 100,zuerich,universitätsspital,1,
Universitätsspital  Zürich,Zürich,CH,RÄMISTRASSE 100,,,,4000.0,,,,,4000.0,hco,sandoz,2016,raemistrasse 100,zuerich,universitätsspital  zürich,1,
"Universitätsspital ZH, Gynäkologie",Zürich,CH,Frauenklinikstrasse 10,,,,1350.0,,,,,1350.0,hco,pierre,2017,frauenklinikstrasse 10,zuerich,"universitätsspital zh, gynäkologie",1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,0.0,0.0,0.0,2250.0,0.0,2250.0,hco,astrazeneca,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,,2425.93,,933.83,1750.0,,5109.76,hco,biogen,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,6405.56,0.0,0.0,3087.5,989.59,10482.65,hco,almirall,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistr. 100,8091,,0.0,8400.0,0.0,0.0,0.0,0.0,8400.0,hco,orion,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistr. 100,8091,,800.0,,,,,800.0,1600.0,hco,orion,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,ZÜRICH,CH,RÄMISTRASSE 100,,,,7000.0,,,,,7000.0,hco,sandoz,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistr. 100,8091,,,10000.0,,,,,10000.0,hco,orion,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistr. 100,8091,,600.0,,,,,600.0,1200.0,hco,orion,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Gloriastr. 19,8091,,,1000.0,,,,,1000.0,hco,orion,2017,gloriastraat 19,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,"Universitatsspital Zürich, Ramistrasse 100",,,40000.0,22250.0,5664.9,16669.6,0.0,0.0,84584.5,hco,astellas,2015,universitatsspital zuerich ramistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,ferring,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,40000.0,80995.55,6697.25,30425.4,1500.0,,159618.2,hco,msd,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,283365.93,0.0,0.0,0.0,0.0,283365.93,hco,bayer,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,1500.0,68779.63,1037.67,1615.85,4125.0,0.0,77058.15,hco,amgen,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,,4320.0,,,,,4320.0,hco,bgp,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,,3500.0,,,,,3500.0,hco,meda,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Veranstaltungen - Rämistrasse 100,,,,1000.0,,,,,1000.0,hco,servier,2016,veranstaltungen raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Culmannstrasse 8,8091,,15000.0,42500.0,0.0,0.0,2500.0,0.0,60000.0,hco,roche,2017,culmannstrasse 8,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,"Rämistrasse 100, Zürich",,,38000.0,46425.0,0.0,0.0,286.0,0.0,84711.0,hco,janssen,2015,raemistrasse 100 zuerich,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Gloriastrasse 25,,,0.0,300.0,0.0,0.0,0.0,0.0,300.0,hco,mepha,2015,gloriastrasse 25,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,10000.0,86627.27,3335.95,17907.16,,,117870.38,hco,amgen,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Gloriastrasse 25,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,mepha,2015,gloriastrasse 25,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 199,,,15685.32,76200.0,5648.2,9904.49,43814.38,991.8,152244.19,hco,novartis,2016,raemistrasse 199,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,19023.2,0.0,0.0,0.0,0.0,19023.2,hco,ucb,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,2500.0,260.0,0.0,0.0,0.0,2760.0,hco,pierre,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,55260.0,0.0,0.0,0.0,0.0,55260.0,hco,bayer,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,"Universitätsspital Zürich, Klinik für Neurologie, Frauenklinikstrasse 26",8091,,,,,,2800.0,,2800.0,hco,teva,2016,universitaetsspital zuerich klinik fuer neurologie frauenklinikstrasse 26,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,"Universitätsspital Zürich, Klinik für Neurologie, Frauenklinikstrasse 26",8091,,,,,,5250.0,,5250.0,hco,teva,2016,universitaetsspital zuerich klinik fuer neurologie frauenklinikstrasse 26,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Universitätsspital Zürich Rämistrasse 100,,,43500.0,25500.0,344.7,2574.3,2582.5,,74501.5,hco,astellas,2016,universitaetsspital zuerich raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,32540.0,0.0,0.0,1500.0,0.0,34040.0,hco,pfizer,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,59500.0,4314.81,0.0,0.0,0.0,0.0,63814.81,hco,actelion,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,8091,,30000.0,0.0,0.0,0.0,0.0,0.0,30000.0,hco,boehringer,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Winterthurerstrasse 190,,,0.0,2000.0,32000.0,0.0,0.0,0.0,34000.0,hco,celgene,2015,winterthurerstrasse 190,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,auenklinikstrasse,,,,,285.0,617.0,,,902.0,hco,merck,2016,auenklinikstrasse,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistr 100,,,,36809.5,208.0,2934.08,750.0,,40701.58,hco,merck,2016,raemistr 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,18000.0,12839.0,154.8,1197.9,1000.0,0.0,33191.7,hco,baxalta,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,4700.0,0.0,0.0,0.0,0.0,4700.0,hco,csl,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Culmannstrasse 8,,,10000.0,61500.0,0.0,0.0,6425.0,0.0,77925.0,hco,roche,2016,culmannstrasse 8,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,3540.0,1500.0,0.0,0.0,0.0,0.0,5040.0,hco,menarini,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Frauenklinikstrasse 26,,,,0.0,,,350.0,,350.0,hco,teva,2017,frauenklinikstrasse 26,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,8091,,50814.29,16500.0,,,,,67314.29,hco,boehringer,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Gloriastrasse 31,,,6500.0,14000.0,351.1,804.55,0.0,0.0,21655.65,hco,baxter,2015,gloriastrasse 31,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,,20000.0,,,,,20000.0,hco,astrazeneca,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Gloriastrasse 31,,,,853.08,,269.37,,,1122.45,hco,shire,2017,gloriastrasse 31,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,,2000.0,,,,,2000.0,hco,mepha,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,34000.0,9000.0,0.0,0.0,0.0,0.0,43000.0,hco,abbvie,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Gloriastrasse 31,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,merck,2015,gloriastrasse 31,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Gloriastrasse 31,,,,1080.0,,,,,1080.0,hco,merck,2016,gloriastrasse 31,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,9000.0,,,,,,9000.0,hco,future,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,astrazeneca,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,40000.0,20551.85,9856.28,12734.19,3032.51,285.68,86460.51,hco,novartis,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,376000.0,84670.0,666.67,640.0,33715.0,0.0,495691.67,hco,novartis,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,astrazeneca,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,20000.0,0.0,0.0,0.0,0.0,20000.0,hco,astrazeneca,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,hco,astrazeneca,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,30000.0,0.0,0.0,0.0,0.0,0.0,30000.0,hco,astrazeneca,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,astrazeneca,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,1085.2,0.0,0.0,0.0,0.0,1085.2,hco,astrazeneca,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 101,,,515.0,5500.0,0.0,0.0,0.0,0.0,6015.0,hco,pierre,2015,raemistrasse 101,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,"Klinik für Pneumologie, Rämistrasse 100",8091,,,2000.0,,,,,2000.0,hco,teva,2016,klinik fuer pneumologie raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,,2500.0,,,3031.0,,5531.0,hco,astrazeneca,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,20000.0,17647.2,0.0,0.0,0.0,0.0,37647.2,hco,glaxosmithkline,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,25000.0,5000.0,,,,,30000.0,hco,actelion,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,4000.0,0.0,0.0,0.0,0.0,0.0,4000.0,hco,baxter,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,,1577.4,,429.0,4148.0,,6154.4,hco,baxalta,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,astrazeneca,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Gloriastrasse 31,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,merck,2015,gloriastrasse 31,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,,3500.0,508.8,961.33,,,4970.13,hco,pierre,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,,20000.0,,,,,20000.0,hco,astrazeneca,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,17000.0,0.0,0.0,0.0,0.0,0.0,17000.0,hco,baxter,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistr. 100,,,0.0,11200.0,330.4,3240.26,1375.0,0.0,16145.66,hco,merck,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,0.0,572.67,0.0,0.0,3840.0,0.0,4412.67,hco,biogen,2015,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Frauenklinikstrasse,,,0.0,19153.45,0.0,0.0,0.0,0.0,19153.45,hco,merck,2015,frauenklinikstrasse,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,ZÜRICH,CH,Rämistrasse 100,,,20000.0,12960.0,0.0,0.0,0.0,0.0,32960.0,hco,glaxosmithkline,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Frauenklinikstrasse 26,,,1000.0,,,,,,1000.0,hco,csl,2016,frauenklinikstrasse 26,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,20000.0,5000.0,,,,,25000.0,hco,actelion,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,51100.0,37651.85,4234.76,23279.16,2840.0,,119105.77,hco,amgen,2016,raemistrasse 100,zuerich,universitätsspital zürich,1,
Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,,,6000.0,72840.0,5359.2,9328.2,0.0,1138.9,94666.2,hco,astellas,2017,raemistrasse 100,zuerich,universitätsspital zürich,1,
